season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2,1,9,4,0,1,1,1,0.2552767855515719,0.4604472259682927,0.6161510736631871,0.21317107607130575,5.61904944460349
4,1,6,8,0,6,1,1,0.49184527231082625,0.29863171473499506,0.7629903984181382,0.27967439461851706,648.8644717890091
1,1,4,17,0,1,0,1,0.5475666263253696,0.4739159857028793,0.6610897309920271,0.3844302320098931,506.02009051228043
2,0,8,8,0,1,1,1,0.3694923062849935,0.43144430029419245,0.6685385512332551,0.0,226.75428745492275
3,0,1,13,0,2,0,1,0.5432891531394423,0.6331176772783644,0.717324525495391,0.09892683718937176,360.38189295837253
3,0,7,7,0,1,1,1,0.7125133424864729,0.33782882187301155,1.0,0.10246355069661449,293.3891453210432
1,0,8,0,0,6,1,1,0.79982260994147,0.5249935654723259,0.37464551051674144,0.24659096558885935,54.07738994337501
1,0,6,12,0,5,1,1,0.4113890112090906,0.6455547036623488,0.5717418545280017,0.10507297720039896,174.72345032037956
2,0,4,8,0,5,1,3,0.6711983954266297,0.32694287985797066,0.8028798190592036,0.017490271015767583,318.5940268578295
3,1,6,23,0,6,0,2,0.4421407886431445,0.4318801434328677,0.6540395667260881,0.23861024473920855,117.51964807418067
1,0,4,10,0,5,1,1,0.03445079427256942,0.3922469772217999,0.7251597433363153,0.18926988364001682,127.7402582780067
1,1,2,2,0,4,1,1,0.4225014673620475,0.6647059583207761,0.26740305026853173,0.0,8.679834483488506
4,1,9,9,0,3,1,1,0.6921478813884734,0.5896345588975841,0.30866473294910646,0.10283465978228819,341.8384804192082
4,1,7,12,0,2,0,1,0.28533589783617286,0.7012336976003979,0.7541919481029536,0.17702809588393492,368.5845587073472
1,1,1,21,0,2,1,3,0.6143802232821898,0.6209302181688969,0.2991909644760284,0.310467570109121,263.71759521353414
4,0,6,3,0,6,0,2,0.2669181461569,0.13608737556000533,0.6009676395757171,0.1743386685015984,13.651948167215087
1,1,11,14,1,2,0,1,0.5718985028573956,0.5621266265720546,0.48644515831038904,0.3080034281790764,574.88492955443
1,0,4,21,0,2,1,2,0.5297379713795275,0.28991042371269987,0.8613329612793241,0.0043894721388689495,141.0386052354893
4,1,1,15,0,1,1,2,0.4266205310405904,0.6414909959292452,0.7099861074360776,0.14537996381591298,224.68555031453593
4,1,7,7,1,2,0,1,0.8440812105352731,0.5237099924092382,0.9589531352578617,0.21145571922718906,140.352269625276
1,0,5,21,0,3,1,1,0.4769385536235226,0.629765491816179,0.4353419846115172,0.30736385342488826,146.64406043526427
2,1,12,16,1,6,1,1,0.5780998488295418,0.4603893265204274,0.46089244732385415,0.21857653718866288,494.2244501929955
1,1,12,0,0,3,0,1,0.6325428647182287,0.4645518502397731,0.6773762803468548,0.17685755009863852,121.98499374265437
1,0,3,6,0,0,0,1,0.7984314445736274,0.3392868008195058,0.4235942035538608,0.42433233090693595,12.581
2,0,12,12,0,2,1,1,0.10547377256467177,0.329999319135917,0.6207712679262182,0.048328322258627654,122.30202155096995
2,1,4,3,0,2,1,1,0.4268562733795564,0.23700257474992212,0.7594840122696273,0.0,3.9961341964868176
2,0,1,3,0,5,1,1,0.7298944622989163,0.4016614972087187,0.6812733320570689,0.18064836128185288,6.430372328952525
4,0,3,21,0,3,0,1,0.41690925497229897,0.6159916827925351,0.8832603090649891,0.4477052065595578,111.8401133110185
2,1,11,6,0,1,1,1,0.5331313700602271,0.5217445005255831,0.7023527832777664,0.19542493202031622,153.7222273595969
3,1,2,4,0,1,0,1,0.35523918889657574,0.48251654569987834,1.0,0.21671886508251073,9.839999851197982
2,0,9,12,0,3,1,1,0.776119875016429,0.22165722879930766,0.3927653987637072,0.17946715220078927,166.17767064901736
1,1,12,8,0,0,0,1,0.2527624912989172,0.34936829248685014,0.800282341841421,0.08864072091436509,145.86678354274216
1,1,8,15,0,4,1,1,0.5170995650996566,0.28395775653419464,0.8566342562857099,0.08231617161637776,260.4495354164948
4,1,10,8,0,6,1,3,0.8968620227127789,0.5163576064053537,0.7460965355757533,0.13482766991603418,238.98349155862067
3,0,8,6,0,5,1,3,0.5587703986447969,0.3722434178923911,0.3885326030650178,0.17512210129284428,87.20286363636363
2,0,8,20,0,2,0,3,0.4245365560829326,0.6199321040319731,0.796737497898151,0.11344806875962198,107.64092403326782
4,1,4,12,0,6,1,1,0.1831769177682761,0.7199658336957628,0.6717387095841951,0.29259472709810325,239.59318276141758
1,0,8,6,0,1,1,1,0.647864447465986,0.5398960849869039,0.7906815067310957,0.24651663850022576,84.85025617693911
3,1,4,7,0,1,0,1,0.772605048196576,0.6954389169734049,0.6024281953455213,0.14771766337478096,93.02590974093334
4,1,3,21,0,6,1,1,0.555742518037328,0.4320312616182529,0.736653339637834,0.12039223465143349,256.85783681978563
4,1,9,6,0,4,1,1,0.22108132187162333,0.28699700077667906,0.8329494806865092,0.24397756219950495,121.76765808355094
3,1,3,5,0,4,1,2,0.30990294607433655,0.5435119189992121,0.49303968927223374,0.36167883803150325,35.66767903069686
3,0,1,7,0,2,1,1,0.94721046143839,0.16533376626576207,0.6998759326659199,0.2112759823322124,230.6520608466302
3,0,1,10,0,4,1,2,0.5509994794661025,0.237084057453984,0.5041260105791265,0.008977468506939673,142.53542134056121
4,0,11,18,0,1,1,2,0.6524603843734402,0.4700697266549805,0.7056366370421554,0.0,454.3323095686377
2,1,9,16,0,1,1,2,0.7309486301627263,0.4823150227515444,1.0,0.21113346590366514,382.9847307564894
1,1,10,0,0,5,0,3,0.6106078482416706,0.28645389149604705,0.7668364062352923,0.15955391353488724,84.33763731164682
1,0,8,3,0,1,1,1,1.0,0.33659960170555875,0.6133870538555742,0.28568968403209216,4.3664053965904435
1,0,1,7,0,1,1,1,0.5790900482941144,0.6057140817700573,0.4034032805386569,0.19173839180383465,234.66122751329684
3,1,11,1,0,3,1,1,0.6705788922752567,0.37986461798385884,0.7803907990386294,0.23281079594239132,16.79454955633507
4,0,1,0,0,6,0,1,0.7218745294312963,0.4231877312964042,0.6043045457650137,0.24287722049848998,87.26705227025585
2,0,6,1,0,1,0,3,0.5263592374963625,0.5570448903837716,0.429987307111565,0.450952501339161,76.29770905167602
3,1,8,19,0,2,1,1,0.4802879469294557,0.6716817704965701,0.3861876855306251,0.0,482.9634607116394
